text,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
"Bakso pajero komplit, ada 4 macem bakso, salah satunya bakso jamur. Jarang2 aja ada yg nyediaiin bakso jamur. Bakso lainnya juga kerasa banget dagingnya.  Kuahnya mantap sama sekali ga perlu tambahin sambel lagi haha, pengennya nambah kuah si hehe.  Harga standar aga mahal tapi ya masih oke. Pelayanannya cepet kok mungkin sekitar 20mnt (?) masih wajar padahl posisi ramai disana.  Ada musholanya juga bersih. sama ada kang parkir",1,0,0,0,0,1,1,0,0,0,0,0,1
"Baksonya, sambelnya, dan es buahnya sedep si. Cuma kalo buat anak kost kalo keseringan mayan juga karna lumayan juga, waktu makan emang lebih banyak bareng keluarga besar daripada anak2 mudanya. Parkirannya juga luas, lokasinya juga ga jauh dari lampu merah.",1,0,0,0,0,0,1,0,0,0,0,0,0
Rate 3.2 of 5 tempat dan parkir luas. siang/sore terasa sumuk. ada ruangan AC. kalau tidak sabar menunggu tidak cocok kesini. pesanan datang 40 menit. kalo review gmaps bintang 5 dapat diskon. rasa kuah tetelannya enak gurih. rasa kuah bakso daging iga bakar biasa daja. bakso uratnya tidak terlalu lembut. daging iga bakarnya lembut. harga relatif murah,1,0,1,1,0,0,1,0,0,0,0,0,1
"Pelayanan cepat, baksonya enak banget Bisa jadi langganan nih 🤩🤩☺️☺️",1,0,0,0,0,0,0,0,0,0,0,0,1
"Baksonya macam2x dan tempatnya nyaman, klu ke Jogya jgn lupa mampir 🤗👍",1,0,0,0,0,0,1,0,0,0,0,0,0
Best of the best bakso goreng pedas manis ✨,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rasa enak, bakso uratnyaa enak poll, the bestt😍",1,0,0,0,0,0,0,0,0,0,0,0,0
Aku suka kuah nya.. gurih nya pas di lidah,1,0,0,0,0,0,0,0,0,0,0,0,0
Harganya kemahalan untuk ukuran kota Jogja,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mantapppp bgttt Kuahnya gurih dan mantap, nggak terlalu asin, cocok diminum sampai habis. Baksonya kenyal, dagingnya kerasa, dan isian bakso pajeronya lengkap, dari bakso besar sampai pelengkap yang bikin puas. Sambalnya juga juara, pedasnya nampol tapi masih nikmat.",1,0,0,0,0,0,0,0,0,0,0,0,0
"saya pesan bakso dengan daging iga. Menurut saya daging iga nya enak dan baksonya juga enak, tetapi lebih enak lagi bila kedua nya dipisah karena kuahnya menjadi rasa bakaran.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Bakso nya enak banget, orangnya ramah ramah, pokoknya poll",1,0,0,0,0,0,0,0,0,1,0,0,0
Baksonya enak ... Kuah mercon nya seger Pilihan menu baksonya banyak,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pertama datang nyari meja, oke udah dapat nih yg kosong, udah datang nih jus Jeruk, es teler, tetelan dan bakso nya, sisa mie ayam nya jadi kami tunggu full ga mungkin kan minum abis duluan, kami sempat foto makanannya … Tiba2 ada belatung di meja gaktau dtg dari mana padahal tadi mejanya kosong tapi memang penerangan lampunya remang2..  Terus aku cek dibawah meja ada beberapa belat*ng mati.. dan ada dibawah lorong beberapa biji lagi jalan geli banget gak selera makan. Pas aku liat di teras dekat parkir berserak disana ulatnya merinding. Aku gatau itu darimana apakah dari sampah2 pokoknya ulatnya lumayan banyak dibawah meja dan di teras parkir tapi lumayan dekat dengan bangku duduk kami makan jadi terlihat. Kami komplain ke karyawan.. mereka cuma diam gatau mau ngapain, bukannya lgsg bersihkan siram pakai air karna itu lumayan banyak ulat nya 🤢🤮  Tolong jangan cuma memperbanyak waiters, tapi banyakin juga cleaning servis nya. tolong bakso Pajero perhatikan kebersihannya yaaaa.  Utk rasa baksonya asin, tapi bole la lumayan enak. Utk es teler duriannya juga ya lumayan la ya.  Tapi mungkin karna ada banyak nya ulat yg nampak sama kami. Next kami ga kesini lagi🙏🏼  Semoga ini jadi pelajaran buat bakso Pajero utk ningkatin kualitas kebersihan nya yang utama😭😭🙏🏼",1,1,0,0,0,0,0,1,0,0,1,0,0
enak banget servisnya juga high quality. istri saya bahagia,1,0,0,0,0,0,0,0,0,0,0,0,1
"Kacau buruk Perbaiki cara dan tatakelola melayani pesanan  Pelanggan yang datang terakhir malah menerima makanan lebih duluan. Pelanggan yng lbih awal pesan, udah nunggu lebih dari 90 menit belum terima, alasannya sibuk di dapur padahal kesalahan pelayanan.",0,0,0,0,0,0,0,0,0,0,1,0,0
Kurang gercep karyawan nya nunggu disuruh😭😭😭😭,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bakso pak Jero itu bakso kekinian, dengan variasi bakso yg lengkap. Selain bakso2 standar (bakso halus & urat), ada juga bakso bakar & bakso goreng pedas (spicy). Yg jadi favorit bakso goreng spicy. Bakso bakar seperti ada aroma2 aneh. Bakso halus & urat lumayan lah. Kuahnya terlalu banyak micin (moto) kaldu di kuah agak kurang nendang.",1,1,0,0,0,0,0,0,0,0,0,0,0
"Baksonya sangat enak, saya sering kesini. Tapi sayang untuk bakso bakarnya pakai bumbu jadi rasa barbeque yang kurang cocok untuk rasa bakso bakar. Andaikan ada bumbu sendiri yang lebih cocok, pasti bakal jauh lebih enak",1,1,0,0,0,0,0,0,0,0,0,0,1
"Tempat nyaman, tempat duduk juga banyak. varian baksonya banyak. Tempat ada yang indoor maupun outdoor.",1,0,0,0,0,0,1,0,0,0,0,0,1
enak banget bakso nya kerasaa bgt kuahnya juga seger panas panas mantap,1,0,0,0,0,0,0,0,0,0,0,0,0
Dari samarinda kesini.. sesuai ekspektasi..  Enak.. sesuai dengan harganya.. next semoga bisa kesini lagi.. semoga selalu laris manis berkah 🥰,0,0,0,1,0,0,0,0,0,0,0,0,1
Luar biasa kli enak aku gk tipu,0,0,0,0,0,0,0,0,0,0,0,0,1
"Patut dicoba sih, kuahnya medok, bakso dan mi ayamnya juara. 1000000/100",1,0,0,0,0,0,0,0,0,0,0,0,0
Siap Redy 24jam apapun resikonya,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bakso nya pas gurihhh, sambalnya sangat pedas asli dari cabai. Es nya juga variasi, saya nyoba es buahnya sangat enak manisnya pass di lidah. Saya yakin pasti akan kesini lagi",1,0,0,0,0,0,0,0,0,0,0,0,1
"Baksonya enak, empuk, kuahnya gurih, tempatnya bersih serta parkiran nya lapang",1,0,0,0,0,0,1,0,0,0,0,0,0
"Enak baksonya, aku pesen bakso komplit, suka banget sama bakso uratnya. Tempatnya luas, pelayanan cepat.",1,0,0,0,0,0,1,0,0,1,0,0,0
Pliss ada wifi bakso mozarella req ada yg isi mozarella didalemnya dongg,0,0,0,0,0,0,0,0,0,0,0,0,1
Makanan enak poll tapi tempat kurang,1,0,0,0,0,0,0,1,0,0,0,0,0
"Baksone gak enak, menang viral aja",0,1,0,0,0,0,0,0,0,0,0,0,0
"Enak poll, ada ruang AC nya jadi nyaman",1,0,0,0,0,0,1,0,0,0,0,0,0
Bakso bakar ya enak dan pas,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso Pajero, namanya sudah terkenal di Yogya sebagai salah satu tempat makan bakso sapi yang selalu ramai dikunjungi, salah satu cabangnya di Colombo ini  Tempatnya cukup strategis diantara beberapa kampus terkenal Yogya dengan parkir luas, juga tempat makan luas dengan berbagai pilihan meja, ada meja khusus berdua, meja hingga ber-enam, ada meja didalam ruangan AC hingga lesehan juga tersedia disini  Fasilitas cukup lengkap, mulai dari wastafel, toilet, musholla hingga tempat bermain anak  Untuk menu cukup beragam mulai dari bakso, dengan pilihan kuah original atau mercon, bakso bakar dan goreng juga ada, jika anda menginginkan menu non bakso juga tersedia mie ayam dan SOP, termasuk beberapa menu minuman termasuk es teler  Untuk rasa baksonya lumayan enak, walaupun kuahnya kurang kental aroma sapinya  Untuk harga masih harga bakso pada umumnya  Overall jika anda berada di kota Yogya, pastikan mampir dan makan bakso disini agar tidak merasa ketinggalan trend......",1,1,0,1,0,0,1,0,0,0,0,0,1
"Lima tahun berlangganan disini, rasanya konsisten dan tidak pernah berubah. Enak pollll",1,0,0,0,0,0,0,0,0,0,0,0,1
"Jauh2 dr jakarta cuma buat mkn baso d'sni, ini k'3x nya... selain menu nya unik2 rasanya jg ga kalah enak...",1,0,0,0,0,0,0,0,0,0,0,0,1
Saran mending tambah karyawan deh biar ga keteteran) udh lama bgt soalnya nunggu .,0,0,0,0,0,0,0,0,0,0,0,0,1
"tempatnya nyaman, bersih, dan cocok buat kumpul-kumpul bareng keluarga/teman. Baksonya enak berdaging",1,0,0,0,0,0,1,0,0,0,0,0,0
"Makan luar biasa nikmat n buat para pengembar bakso harus Di Coba, layanan sangat ramah Dan sangat membantu kebutuhan kami, Susana baik hrs ditambah tempat ruangan Ber AC",0,0,0,0,0,0,1,0,0,0,0,0,1
"Menunya enak,,harga masuk dikantonh,,udah nyoba 2 lokasi bakso pajero,,di jln bantul,sm dket uny,  saran saya,,tlong dkasih ruangan kusus untuk merokok,,soale banyak jg yg mesti nahan buat ngrokok,,,apalagi di jln bantul,,tak liat msh ada sisa lahan di blkg warung,,bisa dong dibngun ruangan kusus merokok,,",1,0,0,0,0,0,0,0,0,1,0,0,0
delicious ..recomended ..pass di lidah,1,0,0,0,0,0,0,0,0,0,0,0,0
Enak pokoke... layanan karyawannya menyenangkan.,1,0,0,0,0,0,0,0,0,1,0,0,0
"kuah merconnya puedesss nampoll, kuah ori nya juga ga kalah enak…ngalduu banget. Enak👍🏻",1,0,0,0,0,0,0,0,0,0,0,0,0
Ada lalat ijo & bakso goreng mekarnya terlalu keras 🙏,0,1,0,0,0,0,0,0,0,0,0,0,0
"enak baksonya, harganya juga terjangkau, ruame polll, tapi pelayanannya cepat jadi ga terlalu menunggu lama, tempatnya bersih dan luas, cocok buat makan keluarga, parkirannya juga luas poll",1,0,0,1,0,0,1,0,0,0,0,0,1
"Baksonya oke lah,bakso sum sum serasa makan bakso dikasih tulang, sumsumnya gaada wkwkw",0,1,0,0,0,0,0,0,0,0,0,0,0
Pokoknya juaranya bakso bakar dan bakso isian,1,0,0,0,0,0,0,0,0,0,0,0,0
"ga pernah sepi.. pengunjungnya ngalir terus.. disini jual aneka macam bakso.. ada yg jumbo bgt..sistemnya datang, duduk, pesen antri ke kasir langsung bayar.. yang bikin lumayan lama ini antri pesen dikasirnya karena input lgsg bayar gitu dan kasirnya cuma 1. bayarnya pakai qris langsung muncul di layar kasirnya. menurut sy untuk rasa bakso standar sebenernya. bakso gorengnya jg agak alot. es teller nya enak, seger. penyajianya cepat. tempat luas, parkiran luas dan ada ruang ber ac juga",1,1,1,0,0,0,1,0,0,1,1,0,0
Makanannya enak tapi Pelayanan sangat tidak ramah karena terlambatnya hidangan untuk disajikan entah karena lupa atau bagaimana tapi kita sudah mention terhadap karyawan tapi tetap saja lambat dan harus dikomplain kekasir baru setelah itu hidangan datang,1,0,0,0,0,0,0,0,0,0,1,0,0
bakso bakar dan mie ayam enak bangetttt,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak, recomended banget jadi pilihan makan bakso  bareng keluarga, temen, gebetan",1,0,0,0,0,0,0,0,0,0,0,0,0
Baksonya berkalduu bangett dan wenakm poll,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kalau buat experience, gas dateng aja biar nggak penasaran. Cuma kalau langganan, aku sih, nggak dulu.  Baksonya lumayan daging, imo, kuahnya juga ngaldu. Tapi jangan beli yg kuah mercon soalnya ga pedes cabe, tapi lada. Sama halnya dengan bakso goreng spicy, pedesnya lada dan saos. Beli minumnya yang normal-normal aja (ex: es teh, es jeruk) daripada zonk (beli es teler rasanya nggak sepadan dgn harganya wlpn masih standar). Kemarin lumayan rame karena pas jam makan siang, tapi waktu tunggu makanannya sampe masih normal sih, 15 menitan kayaknya. Sop daging sapinya not bad lah.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Bakso nya enak, tempat luas & ada ruang ber AC, pelayanan baik dan cepat",1,0,0,0,0,0,1,0,0,0,0,0,1
"ENAK BANGETT, semua menunya komplit, bersih, enak2, pelayanan ramahh. Mantappp",1,0,0,0,0,0,0,0,0,0,0,0,1
"rasanya basic masih banyak tempat bakso lebih enak dri ini, mana pelayanan sama kebersihan harus dibenerin bgt, meja ga dipake berjam2 masih aja kotor ga diatas ga dibawahnya, makanannya lama bgt dianterinnya, pdhl lg sepi, buat harganya kurang worth it",0,0,1,0,1,0,0,1,0,0,0,0,0
Bagikan pengalaman anda tentang tempat ini,0,0,0,0,0,0,0,0,0,0,0,0,1
"The besttttt nyesel ga kesini dari duluuu. Seenak ituuuu, pelayanannya juga gercepp lopyuuu",1,0,0,0,0,0,0,0,0,0,0,0,1
"Pilihan bakso lengkap,tempat luas,rasa enakkk,JOS pokoknyaaa🤩🤩🤩",1,0,0,0,0,0,1,0,0,0,0,0,0
"enak pollll, puass bgttt pokoknya",1,0,0,0,0,0,0,0,0,0,0,0,0
"Ini yang kedua kalinya datang setelah sebelumnya makan disini tahun lalu, banyak penurunan kualitas!! minuman cepat datang namun makanan baru datang hampir 1 jam kemudian setelah dikomplain berkali2 dan makanan yang datang pun sudah tidak panas lagi. Order sebanyak 10 menu namun pas ditanya status orderan dijawab dari 10 menu masih menunggu 1 menu lagi karena dari frozen. Masa iya 9 menu lainnya harus dikorbankan menunggu 1 menu yang belum siap, pantas udah ga panas lagi makanannya!! Mohon maaf karena pengalaman yang tidak enak ini Saya dan keluarga kayanya tidak akan visit lagi ketempat ini",0,1,0,0,0,0,0,0,0,0,0,0,1
Bakso kuah merconnya terlalu Asin.. mengacaukan seluruh rasa 😞,0,1,0,0,0,0,0,0,0,0,0,0,0
In overall the taste of this bakso is great. Kuahnya sangat berasa kaldunya; mie nya khususnya mie kuning enak. Hanyaaaaa.... Pentolnya terasa asin.,1,1,0,0,0,0,0,0,0,0,0,0,0
Baksonya enak dan porsi nya pas buat anak anak. Layanan juga cepat,1,0,0,0,0,0,0,0,0,1,0,0,0
"sangaatt mantab walau lagi first kesini, dari bau aja udah enakk sekali mantab  bakso pajero",1,0,0,0,0,0,0,0,0,0,0,0,0
"Menu bakso halusnya enak. Lokasi mudah dijangkau, Parkir mobil cukup mudah.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempatnya enak, luas dan mbaknya ramah, cocok buat keluarga",0,0,0,0,0,0,1,0,0,1,0,0,0
"Tempat makan Bakso rekomended di Jogja Tempatnya nyaman, menu sangat bervariasi, pelayanan oke",1,0,0,0,0,0,1,0,0,1,0,0,0
"Baksonya enak, empuk, rasanya juga mantap. Pelayanan cepat dan memuaskan.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Baso nya enak kerasa daging nya, kuah nya panas juga dan kalo kuah kaldu nya lebih medok lagi akan lebih enak, sayang nya ngga bisa ngerasain bakso goreng nya karena sudah habis, overall oke",1,0,0,0,0,0,0,0,0,0,0,0,0
"Semua menunya enak, es teler nya segar👍🏻",1,0,0,0,0,0,0,0,0,0,0,0,0
"MALES LAMA BANGET. NGGAK USAH NGIDE PAKE SCAN QRIS KALO NGGAK PERNAH CEK ORDERAN YG MASUK. DUDUK MANIS, PESANAN DIANTAR? MANA ADA, KALO NGGAK NANYA KE PELAYAN PASTI NGGAK DIANTER ANTER 😃",0,0,0,0,0,0,0,0,0,0,0,0,1
enak bangetttt🥺🥺 apalagi kuah mercon nya best!,1,0,0,0,0,0,0,0,0,0,0,0,0
Resto rame kok nariki parkir driver ojol 🤑,0,0,0,0,0,0,0,0,0,0,1,0,0
"Baksonya enak yang urat, kuahnya ngaldu bangetttt, enakk, harganya worth it lah ya",1,0,0,0,0,0,1,0,0,0,0,0,0
"Rasa enak, apalagi es teller duriannya. Cocok saja bila tidak suka pedas maupun suka.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Nyobain makan mie ayam disini, untuk mie ayam tekstur mie lembut, rasanya gurih enakk. Baksonya juga enak tekstur lembut, kuahnya gurih enak, banyak varian pilihan menu bakso dan mie ayam. kesini saat makan siang dan ramai untuk makanan overall enak",1,0,0,0,0,0,0,0,0,0,0,0,0
"-Tempat Saya datang di sekitar jam 2 dan suasananya sangat ramai. Sebenarnya sudah ada beberapa kipas angin tapi tetap terasa penuh, panas dan sesak. Saya rasa penataan meja kursinya masih kurang optimal dan kurang nyaman.  -Pelayanan Pelayanan cukup cepat tapi terasa kurang kondusif karena pesanan diantar dengan berteriak memanggil nama konsumen.. beberapa meja ramai, apalagi ada yang membawa anak-anak sehingga kurang terdengar. Bagian kasir tolong lebih banyak senyum ya, padahal saya udah senyumin loh.. hehe  -Makanan dan minuman Saya pesan bakso komplit dan es teh.. rekomended banget bakso komplitnya enak, kuahnya juga mantap. Hanya saja bakso bakarnya kurang enak, saosnya biasa aja dan ga pedas sama sekali meski saya pesan yang pedas. Teman saya pesan air mineral dingin tapi ternyata tidak dingin,  akhirnya diberi kompensasi es batu di cup  -Parkir Parkir motor Rp.2.000 dan dilayani dengan baik. Hanya saja tidak ada penutup motor, joknya jadi panas kena terik matahari.  -Pembayaran Bisa tunai dan juga Qris/debit",1,1,0,0,0,0,0,1,0,0,0,0,1
"Penggemar baso musti ke sini deh. Selain baso, ada juga mie ayam. Minumannya juga banyak varian. Tempatnya luas, parkir luas, ada ruangan  AC, toilet, mushola. Rame banget kalau jam maksi. Pas ke sana pelayanannya juga rapi dan bersih, tidak cepat banget sih, karena memang rame. Datang, ambil menu, pilih meja, ke kasir, bayar, tunggu makanan datang... Harganya masuk akal.",1,0,0,1,0,0,1,0,0,0,0,0,0
mantab sangat enak harga terjangkau rekomended untuk kulineran,1,0,0,0,0,0,1,0,0,0,0,0,0
Udah berkali kali lengganan disini. Bakso paling enak sejogja,1,0,0,0,0,0,0,0,0,0,0,0,0
Kesini tahun 2023 saat Waisak. Makanannya lumayan. Saya suka karena penyajiannya yang unik dengan tusuk sate yang jumbo 😁,1,0,0,0,0,0,0,0,0,0,0,0,1
"Salah satu baso terkenal yang ada di jogja. Berkunjung kesana pada saat musim liburan itu penuh banget dan ksna nya menuju sore jd ada sebagian menu yang sudah habis. Jenis baso nya ada baso urat dan baso halus. Saya lebih suka baso halus disini, daging nya berasa banget dan kuah kaldu nya mantap. Utk baso bakarnya kita gk kebagian jd tidak coba, baso iga nya full daging, es campur nya enak seger. Untuk harga standar aja.",1,0,0,0,0,1,0,0,0,1,1,0,0
"Bisa beli online, lewat aplikasi pengantaran.",0,0,0,0,0,0,0,0,0,0,0,0,1
Okey perlu dicoba buat yg suka makan bakso🙏🏻,0,0,0,0,0,0,0,0,0,0,0,0,1
"Datang pas jam makan siang, rameeeee banget. Tapi alhamdulillah, tempat duduk banyak, jadi ngga harus nunggu waiting list. + Bakso tetelan nya enak, kuahnya ngaldu banget, baksonya juga meaty, ngga kebanyakan tepung. Harga 20k.Rating 8/10 + mie ayam bakso nya SNI. Dapet mie ayam+1 bakso urat+1 bakso halus. Kuahnya kerasa kaldu nya, sayangnya cenderung manis. Ayamnya dikut, tapi potongannya cukup gede. Untuk harga 20k agak kemahalan imo.Rating  7/10 + Bakso goreng SNI. Cenderung alot. Untungnya masih panas. Enaknya dimakan pake kuah bakso. 12k dapet 3biji.Rating 7/10 +Es telernya THE BEST. Isinya komplit,dan terasa banget santannya. Manisnya pas. Cuma  mutiara nya menggumpal. 15k.Rating 8.5/10 + Parkir motor cukup luas, mobil agak sulit",1,1,0,1,1,0,1,1,0,0,0,0,0
"Over-rated, rasa nya biasa aja",0,0,1,0,0,0,0,0,0,0,0,0,0
"Rasa baksonya enak, tapi untuk bakso mercon nya tidak sesuai dengan ekspektasi saya yang rasanya tidak pedas  Antriannya lama dan kalau sore menunya banyak yang sudah habis",1,1,0,0,0,0,0,0,0,0,0,0,1
"Bakso Pa'jero adalah tempat yang cocok untuk kalian yang ingin bersantap bersama keluarga, teman, ataupun pasangan. Lingkungannya sejuk dan bersih, tempat parkirnya luas. Tempatnya di pinggir jalan, dan tempatnya besar. Tempat duduknya lumayan banyak, atmosfer tempatnya enak.",0,0,0,0,0,0,1,0,0,0,0,0,1
"Bakso yang selalu ramai pas jam makan , byk varian yang sangat menarik, cek buruan coba dan buktikan",1,0,0,0,0,0,0,0,0,0,0,0,1
Minimal klo ada selfoeder di meja tolong bgt di lokasi itu sinyalnya busuk bgt kasih wifi tanpa password paling ngga jadi bolak balik kan,0,0,0,0,0,0,0,1,0,0,0,0,0
"4x bolak balik solo jogja demi bakso ini, suka bgt sm tekstur baksonya yg padet daging bgt, kuah merconnya jg pedes gurih. cm sayang bgt kmaren pas kesini ruangan yg ac bau banget, gatau bau apaan, pdhl karyawannya jg keluar masuk ruangan ac tpi masa ga sadar kalo ruangannya bau?",1,0,0,0,0,0,0,1,0,0,1,0,1
"tempatnya nyaman, baksonya juga enak, repeat order terus pokokya",1,0,0,0,0,0,1,0,0,0,0,0,0
"untuk rasa baksonya oke, but pelayanan kurang banget. makanan diantar sebelum minuman, nyantap makan sampe abis pun nunggu masih nunggu hampir 10 menit baru minuman dateng padahal pesan esteh, air es dan es buah. protes 2 kali baru dtg minumannya. stok makanan juga kebanyakan habis atau kosong.",1,0,0,0,0,0,0,0,0,0,0,0,1
"dari segi suasana enakk, makanannya juga lumayan, kmaren dateng pas jam hampir closing ya wajar klo banyak yang udah sold tapi untuk pelayanannya sangat kurangg, kemarin waktu pulang sempet nyapa mbanya dan bilang makasih mba bener bener didepan mbanya ehh tapi malah ngga ada respon dari mbanya yaa mungkin karna mbanya capee, semangat aja buat mbanya yang kmaren closingg, kalau cape istirahat yaa mbaa, jangan kasih customer hal yang membuat sedikit mereka kecewaa, berdampak juga di outlet dan teman teman mbaaa",0,0,1,0,0,0,1,0,0,0,0,0,1
"Rasanya dibawah standar, eneg rasanya, apalagi bakso bakarnya beuh keras.",0,1,0,0,0,0,0,0,0,0,0,0,0
"pelayanannyaa baik dan ramah sekali, pertama kali kesini, bakal balik lagi",0,0,0,0,0,0,0,0,0,1,0,0,1
"rasa enak, pelayanan cepat, staff ramah, komplit, recommended buat yang lagi pengen cobain bakso enak di jogja.",1,0,0,0,0,0,0,0,0,0,0,0,1
"enak, komplit, mantap dan juara",0,0,0,0,0,0,0,0,0,0,0,0,1
"Mantap, es teler duriannya, harga masuk akal",1,0,0,1,0,0,0,0,0,0,0,0,0
"Ini yang kedua kalinya datang setelah sebelumnya makan disini tahun lalu, banyak penurunan kualitas!! minuman cepat datang namun makanan baru datang hampir 1 jam kemudian setelah dikomplain berkali2 dan makanan yang datang pun sudah tidak panas lagi. Order sebanyak 10 menu namun pas ditanya status orderan dijawab dari 10 menu masih menunggu 1 menu lagi karena dari frozen. Masa iya 9 menu lainnya harus dikorbankan menunggu 1 menu yang belum siap, pantas udah ga panas lagi makanannya!! Mohon maaf karena pengalaman yang tidak enak ini Saya dan keluarga kayanya tidak akan visit lagi ketempat ini",0,0,0,0,0,0,0,0,0,0,1,0,0
"Mayan lah ya.. Pesen Bakso iganya kuah pedas, kuah pedasnya huh hah Sama satu lagi bakso yang komplit.. Next cobain lainnya deh..",1,0,0,0,0,0,0,0,0,0,0,0,0
"Lumayan komplit Untuk macam bakso.... Rasa enak,cuma kurang empuk untuk baksonya...",1,1,1,0,0,0,0,0,0,0,0,0,0
"Enak, dapat es krim gratis,",1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan dipercepat dong, banyak sekali tenaga pegawai tp pelayanan lama apa lagi kalau take away sangat pelan kadang serasa pgn bantu bungkusin biar cepet. Kalah sama warung bakso yg tenaga kerjanya sedikit langsung satset. Kalau suasana dan rasa sih oke bintang 5 pokoknya",1,0,0,0,0,0,1,0,0,0,0,0,1
"Makanannya enak bikin kenyang,tempat ada AC,nyaman. Pelayanannya juga the best pokoknya.",1,0,0,0,0,0,1,0,0,0,0,0,1
"Mantap, enak tempat nya luas dan lega ada ruang AC nya juga.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Bakso halus enak, bakso goreng yang gurih bisa ditingkatkan lagi rasa dagingnya.  Satu kritik saran dari saya untuk memperbaiki koordinasinya, karena saya harus reminder 2x ke waitersnya karna tidak diantar minuman es jeruk malahan meja lain yg datang setelah saya minumannya diantar duluan.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Makananya enak bangettttttt, harganya terjangkau Dapat es krim juga",1,0,0,1,0,0,0,0,0,0,0,0,0
"First time pas honeymoon kesini sama suami yg katanya bm bgt, Worth it untuk harga segitu, basonya banyak varian rasa dan enak bgt",1,0,0,1,0,0,0,0,0,0,0,0,0
Pelayanan dan makananya sangat memuaskan,1,0,0,0,0,0,0,0,0,0,0,0,0
Baksonya enak Krn bebas MSG jadi baik buat kesehatan,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempatnya cozy, ada ayunannya, ramah anak...",0,0,0,0,0,0,1,0,0,0,0,0,0
"pertama kali coba dan ga mengecewakan.  🍜makanan 8/10 kebetulan pesan cukup banyak menu - bakso urat 9/10⭐️ harga sekitar 21k atau 23k. isinya ada mie kuning dan putih, sayur, 4 bakso urat. ada kuah mercon dan ori - bakso mix 8/10⭐️ isinya sama kaya bakso urat tapi baksonya 4 mix urat dan halus - bakso merapi 8/10⭐️ harga 99k dimakan bertiga masih kekenyangan banget. isinya ada telor puyuh, daging sapi suwir dan bakso kecil halus. tidak terlalu pedas. dapat 1 mangkok kuah ori. jumlahnya kayanya terbatas soalnya datang abis maghrib dilain hari udah abisss. saran aja sih tolong penyajiannya dikasih pisau ya karena motongnya susah banget - es teler durian 8.5/10⭐️ enak, duriannya sekitar 1-2 sendok aja ga terlalu banyak. tapi rasanya lumayan. jelly yg dipake juga ada rasanya bukan cuma jelly di pasar. - es jeruk 5/10⭐️ ga manis dan ga terasa jeruknya - bakso sumsum 7/10⭐️ buat baksonya emang keliatan gede tp sbnrnya ya yg gede tulangnya. tp kalo dimakan sendiri tetep terlalu banyak porsinya. mie nya banyak. kuah merconnya endul bangett🤩  🚘 parkiran cukup luas, tempat ada di pinggir jalan dan mudah di akses. untuk parkir ada tukang parkir yang membantu dan harga parkir standar mobil 3k dan motor 2k  pelayanannya cukup baik karyawannya juga ramah dan siap membantu. tp bakso bakso yg besar disajikan cukup lama dan ga berbarengan sama bakso yg lain. jd ga bisa makan bareng jatohnya karena keburu dingin.",1,1,0,1,0,0,1,0,0,1,0,0,0
tempatnya bersih trus menunya lengkaapp,1,0,0,0,0,0,1,0,0,0,0,0,0
baksonya enak bgt dan barganya juga terjangkau,1,0,0,1,0,0,0,0,0,0,0,0,0
"Rasa kuahnya ngaldu banget, baksonya berasa dagingnya. Es telernya top. Pokoknya top markotop dan pelayanannya satset👍",1,0,0,0,0,0,1,0,0,0,0,0,0
"Jauh jauh dari bandung, akhir nya nyobain Bakso Pa'jero yg fyp..",0,0,0,0,0,0,0,0,0,0,0,0,1
"Hanya kurang untuk area smoking ajh , selebihnya nyaman dan pelayanan yng sangat ramah untuk membantu",0,0,0,0,0,0,1,1,0,1,0,0,0
"Uenak puoll, kuah e sueger gurih bakso ne mantep.. sak joss e",1,0,0,0,0,0,0,0,0,0,0,0,0
Baksonya nagihh.. Cocok buat self reward 😆,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tipe Bakso full daging, rasanya masyaallah enak. Tempatnya luas cocok untuk wisata kuliner keluarga.",1,0,0,0,0,0,1,0,0,0,0,0,0
